Phase1_vac,Phase2A_vac,Phase2B_vac,Phase2C_vac,Phase2CS_vac,Phase3_vac,Phase1_applied,Phase2A_applied,Phase2B_applied,Phase2C_applied,Phase2CS_applied,Phase3_applied,Phase1_taken,Phase2A_taken,Phase2B_taken,Phase2C_taken,Phase2CS_taken,Phase3_taken,Name,Phase1_sub_taken,Phase1_sub_apply,Phase2A_sub_taken,Phase2A_sub_apply,Phase2B_sub_taken,Phase2B_sub_apply,Phase2C_sub_taken,Phase2C_sub_apply,After_Phase1_2A_vac,After_Phase2B_vac,After_Phase2C_vac,Phase2A_oversub,Phase2B_oversub,Phase2C_oversub,Phase2A_oversub_count,Phase2B_oversub_count,Phase2C_oversub_count
150,44,22,45,0,0,107,37,49,104,0,-,107,37,22,45,0,-,Admiralty Primary School,71.33333333333334,71.33333333333334,84.0909090909091,84.0909090909091,100.0,222.72727272727272,100.0,231.1111111111111,7,0,0,No,Yes,Yes,No,27,59
130,74,43,129,98,78,56,5,0,31,20,-,56,5,0,31,20,-,Ahmad Ibrahim Primary School,43.07692307692308,43.07692307692308,6.756756756756757,6.756756756756757,0.0,0.0,24.031007751937985,24.031007751937985,69,43,98,No,No,No,No,No,No
240,110,20,42,0,0,130,146,48,86,0,-,130,110,20,42,0,-,Ai Tong School,54.166666666666664,54.166666666666664,100.0,132.72727272727275,100.0,240.0,100.0,204.76190476190476,0,0,0,Yes,Yes,Yes,36,28,44
140,65,39,113,0,0,75,9,4,146,0,-,75,9,4,113,0,-,Alexandra Primary School,53.57142857142857,53.57142857142857,13.846153846153847,13.846153846153847,10.256410256410255,10.256410256410255,100.0,129.20353982300884,56,35,0,No,No,Yes,No,No,33
180,105,40,120,96,0,75,46,0,24,108,-,75,46,0,24,96,-,Anchor Green Primary School,41.66666666666667,41.66666666666667,43.80952380952381,43.80952380952381,0.0,0.0,20.0,20.0,59,40,96,No,No,No,No,No,No
150,59,28,64,0,0,91,36,21,88,0,-,91,36,21,64,0,-,Anderson Primary School,60.66666666666667,60.66666666666667,61.016949152542374,61.016949152542374,75.0,75.0,100.0,137.5,23,7,0,No,No,Yes,No,No,24
150,102,50,149,100,87,48,13,0,49,13,-,48,13,0,49,13,-,Ang Mo Kio Primary School,32.0,32.0,12.745098039215685,12.745098039215685,0.0,0.0,32.88590604026846,32.88590604026846,89,50,100,No,No,No,No,No,No
210,132,27,53,0,0,78,112,57,69,0,-,78,112,27,53,0,-,Anglo-Chinese School (Junior),37.142857142857146,37.142857142857146,84.84848484848484,84.84848484848484,100.0,211.11111111111111,100.0,130.18867924528303,20,0,0,No,Yes,Yes,No,30,16
180,118,28,55,0,0,62,95,55,69,0,-,62,95,28,55,0,-,Anglo-Chinese School (Primary),34.44444444444444,34.44444444444444,80.50847457627118,80.50847457627118,100.0,196.42857142857142,100.0,125.45454545454547,23,0,0,No,Yes,Yes,No,27,14
220,162,67,202,31,0,58,20,0,171,66,-,58,20,0,171,31,-,Angsana Primary School,26.36363636363636,26.36363636363636,12.345679012345679,12.345679012345679,0.0,0.0,84.65346534653465,84.65346534653465,142,67,31,No,No,No,No,No,No
150,82,45,135,102,75,68,7,0,33,27,-,68,7,0,33,27,-,Beacon Primary School,45.33333333333333,45.33333333333333,8.536585365853659,8.536585365853659,0.0,0.0,24.444444444444443,24.444444444444443,75,45,102,No,No,No,No,No,No
180,109,51,152,120,46,71,17,0,32,74,-,71,17,0,32,74,-,Bedok Green Primary School,39.44444444444444,39.44444444444444,15.59633027522936,15.59633027522936,0.0,0.0,21.052631578947366,21.052631578947366,92,51,120,No,No,No,No,No,No
130,78,44,133,74,27,52,5,0,59,47,-,52,5,0,59,47,-,Bendemeer Primary School,40.0,40.0,6.41025641025641,6.41025641025641,0.0,0.0,44.3609022556391,44.3609022556391,73,44,74,No,No,No,No,No,No
60,41,32,96,72,53,19,6,0,24,19,-,19,6,0,24,19,-,Blangah Rise Primary School,31.666666666666664,31.666666666666664,14.634146341463413,14.634146341463413,0.0,0.0,25.0,25.0,35,32,72,No,No,No,No,No,No
240,175,75,225,187,153,65,11,0,38,34,-,65,11,0,38,34,-,Boon Lay Garden Primary School,27.083333333333332,27.083333333333332,6.2857142857142865,6.2857142857142865,0.0,0.0,16.88888888888889,16.88888888888889,164,75,187,No,No,No,No,No,No
180,80,29,65,0,0,100,55,21,80,0,-,100,55,21,65,0,-,Bukit Panjang Primary School,55.55555555555556,55.55555555555556,68.75,68.75,72.41379310344827,72.41379310344827,100.0,123.07692307692308,25,8,0,No,No,Yes,No,No,15
130,71,42,124,45,0,59,6,1,81,63,-,59,6,1,81,45,-,Bukit Timah Primary School,45.38461538461539,45.38461538461539,8.450704225352112,8.450704225352112,2.380952380952381,2.380952380952381,65.32258064516128,65.32258064516128,65,41,43,No,No,No,No,No,No
240,182,77,230,199,66,58,12,0,31,133,-,58,12,0,31,133,-,Bukit View Primary School,24.166666666666668,24.166666666666668,6.593406593406594,6.593406593406594,0.0,0.0,13.478260869565217,13.478260869565217,170,77,199,No,No,No,No,No,No
180,94,43,112,0,0,86,25,19,146,0,-,86,25,19,112,0,-,Canberra Primary School,47.77777777777778,47.77777777777778,26.595744680851062,26.595744680851062,44.18604651162791,44.18604651162791,100.0,130.35714285714286,69,24,0,No,No,Yes,No,No,34
60,26,27,64,4,0,34,6,16,60,23,-,34,6,16,60,4,-,Canossa Catholic Primary School,56.666666666666664,56.666666666666664,23.076923076923077,23.076923076923077,59.25925925925925,59.25925925925925,93.75,93.75,20,11,4,No,No,No,No,No,No
120,76,45,136,93,46,44,2,0,43,47,-,44,2,0,43,47,-,Cantonment Primary School,36.666666666666664,36.666666666666664,2.631578947368421,2.631578947368421,0.0,0.0,31.61764705882353,31.61764705882353,74,45,93,No,No,No,No,No,No
100,40,28,84,29,0,60,16,0,55,37,-,60,16,0,55,29,-,Casuarina Primary School,60.0,60.0,40.0,40.0,0.0,0.0,65.47619047619048,65.47619047619048,24,28,29,No,No,No,No,No,No
180,110,20,40,0,0,70,149,43,68,0,-,70,110,20,40,0,-,Catholic High School (Primary Section),38.88888888888889,38.88888888888889,100.0,135.45454545454544,100.0,215.0,100.0,170.0,0,0,0,Yes,Yes,Yes,39,23,28
180,147,62,187,145,71,33,20,0,42,74,-,33,20,0,42,74,-,Cedar Primary School,18.333333333333332,18.333333333333332,13.60544217687075,13.60544217687075,0.0,0.0,22.459893048128343,22.459893048128343,127,62,145,No,No,No,No,No,No
150,97,48,146,97,79,53,12,0,49,18,-,53,12,0,49,18,-,Changkat Primary School,35.333333333333336,35.333333333333336,12.371134020618557,12.371134020618557,0.0,0.0,33.56164383561644,33.56164383561644,85,48,97,No,No,No,No,No,No
140,101,43,112,59,2,39,33,16,53,57,-,39,33,16,53,57,-,CHIJ (Katong) Primary,27.857142857142858,27.857142857142858,32.67326732673268,32.67326732673268,37.2093023255814,37.2093023255814,47.32142857142857,47.32142857142857,68,27,59,No,No,No,No,No,No
140,91,46,123,46,5,49,13,16,77,41,-,49,13,16,77,41,-,CHIJ (Kellock),35.0,35.0,14.285714285714285,14.285714285714285,34.78260869565217,34.78260869565217,62.601626016260155,62.601626016260155,78,30,46,No,No,No,No,No,No
90,57,32,80,19,0,33,20,20,61,29,-,33,20,20,61,19,-,CHIJ Our Lady of Good Counsel,36.666666666666664,36.666666666666664,35.08771929824561,35.08771929824561,62.5,62.5,76.25,76.25,37,12,19,No,No,No,No,No,No
180,122,54,110,0,0,58,22,53,118,0,-,58,22,53,110,0,-,CHIJ Our Lady of the Nativity,32.22222222222222,32.22222222222222,18.0327868852459,18.0327868852459,98.14814814814815,98.14814814814815,100.0,107.27272727272728,100,1,0,No,No,Yes,No,No,8
120,82,46,126,44,2,38,4,12,82,42,-,38,4,12,82,42,-,CHIJ Our Lady Queen of Peace,31.666666666666664,31.666666666666664,4.878048780487805,4.878048780487805,26.08695652173913,26.08695652173913,65.07936507936508,65.07936507936508,78,34,44,No,No,No,No,No,No
150,95,27,54,0,0,55,74,40,68,0,-,55,74,27,54,0,-,CHIJ Primary (Toa Payoh),36.666666666666664,36.666666666666664,77.89473684210526,77.89473684210526,100.0,148.14814814814815,100.0,125.92592592592592,21,0,0,No,Yes,Yes,No,13,14
150,90,20,40,0,0,60,112,46,63,0,-,60,90,20,40,0,-,CHIJ St. Nicholas Girls' School (Primary Section),40.0,40.0,100.0,124.44444444444444,100.0,229.99999999999997,100.0,157.5,0,0,0,Yes,Yes,Yes,22,26,23
240,101,25,49,0,0,139,87,51,157,0,-,139,87,25,49,0,-,Chongfu School,57.91666666666667,57.91666666666667,86.13861386138613,86.13861386138613,100.0,204.0,100.0,320.4081632653061,14,0,0,No,Yes,Yes,No,26,108
120,32,20,54,0,0,89,39,7,87,0,-,89,32,7,54,0,-,Chongzheng Primary School,74.16666666666667,74.16666666666667,100.0,121.875,35.0,35.0,100.0,161.11111111111111,0,13,0,Yes,No,Yes,7,No,33
180,66,32,70,0,0,114,31,25,124,0,-,114,31,25,70,0,-,Chua Chu Kang Primary School,63.33333333333333,63.33333333333333,46.96969696969697,46.96969696969697,78.125,78.125,100.0,177.14285714285714,35,7,0,No,No,Yes,No,No,54
220,138,60,183,112,0,82,17,0,71,125,-,82,17,0,71,112,-,Clementi Primary School,37.27272727272727,37.27272727272727,12.318840579710146,12.318840579710146,0.0,0.0,38.79781420765027,38.79781420765027,121,60,112,No,No,No,No,No,No
180,82,44,115,0,0,98,12,17,140,0,-,98,12,17,115,0,-,Compassvale Primary School,54.44444444444444,54.44444444444444,14.634146341463413,14.634146341463413,38.63636363636363,38.63636363636363,100.0,121.73913043478262,70,27,0,No,No,Yes,No,No,25
180,77,39,114,10,0,103,21,3,105,33,-,103,21,3,105,10,-,Concord Primary School,57.22222222222222,57.22222222222222,27.27272727272727,27.27272727272727,7.6923076923076925,7.6923076923076925,92.10526315789474,92.10526315789474,56,36,9,No,No,No,No,No,No
180,98,51,151,97,66,82,6,1,54,31,-,82,6,1,54,31,-,Corporation Primary School,45.55555555555556,45.55555555555556,6.122448979591836,6.122448979591836,1.9607843137254901,1.9607843137254901,35.76158940397351,35.76158940397351,92,50,97,No,No,No,No,No,No
180,124,59,176,140,110,57,8,0,36,30,-,57,8,0,36,30,-,Damai Primary School,31.666666666666664,31.666666666666664,6.451612903225806,6.451612903225806,0.0,0.0,20.454545454545457,20.454545454545457,116,59,140,No,No,No,No,No,No
140,51,24,73,7,0,89,40,0,66,65,-,89,40,0,66,7,-,Dazhong Primary School,63.57142857142857,63.57142857142857,78.43137254901961,78.43137254901961,0.0,0.0,90.41095890410958,90.41095890410958,11,24,7,No,No,No,No,No,No
180,101,48,133,29,0,79,17,12,104,48,-,79,17,12,104,29,-,De La Salle School,43.888888888888886,43.888888888888886,16.831683168316832,16.831683168316832,25.0,25.0,78.19548872180451,78.19548872180451,84,36,29,No,No,No,No,No,No
130,64,38,113,55,29,66,11,0,58,26,-,66,11,0,58,26,-,East Spring Primary School,50.76923076923077,50.76923076923077,17.1875,17.1875,0.0,0.0,51.32743362831859,51.32743362831859,53,38,55,No,No,No,No,No,No
180,93,46,139,54,0,87,15,0,85,65,-,87,15,0,85,54,-,Edgefield Primary School,48.333333333333336,48.333333333333336,16.129032258064516,16.129032258064516,0.0,0.0,61.15107913669065,61.15107913669065,78,46,54,No,No,No,No,No,No
120,40,30,89,0,0,80,10,2,132,0,-,80,10,2,89,0,-,Elias Park Primary School,66.66666666666666,66.66666666666666,25.0,25.0,6.666666666666667,6.666666666666667,100.0,148.31460674157304,30,28,0,No,No,Yes,No,No,43
180,103,52,153,95,23,77,7,3,58,72,-,77,7,3,58,72,-,Endeavour Primary School,42.77777777777778,42.77777777777778,6.796116504854369,6.796116504854369,5.769230769230769,5.769230769230769,37.908496732026144,37.908496732026144,96,49,95,No,No,No,No,No,No
150,82,42,125,66,19,68,17,0,59,47,-,68,17,0,59,47,-,Evergreen Primary School,45.33333333333333,45.33333333333333,20.73170731707317,20.73170731707317,0.0,0.0,47.199999999999996,47.199999999999996,65,42,66,No,No,No,No,No,No
210,88,20,41,0,0,123,98,33,89,0,-,123,88,20,41,0,-,Fairfield Methodist School (Primary),58.57142857142858,58.57142857142858,100.0,111.36363636363636,100.0,165.0,100.0,217.07317073170734,0,0,0,Yes,Yes,Yes,10,13,48
130,86,42,125,76,17,45,20,1,49,59,-,45,20,1,49,59,-,Farrer Park Primary School,34.61538461538461,34.61538461538461,23.25581395348837,23.25581395348837,2.380952380952381,2.380952380952381,39.2,39.2,66,41,76,No,No,No,No,No,No
120,36,25,73,0,0,84,22,1,95,0,-,84,22,1,73,0,-,Fengshan Primary School,70.0,70.0,61.111111111111114,61.111111111111114,4.0,4.0,100.0,130.13698630136986,14,24,0,No,No,Yes,No,No,22
180,61,25,73,0,0,120,48,2,90,0,-,120,48,2,73,0,-,Fern Green Primary School,66.66666666666666,66.66666666666666,78.68852459016394,78.68852459016394,8.0,8.0,100.0,123.28767123287672,13,23,0,No,No,Yes,No,No,17
180,88,38,113,35,0,92,35,1,78,77,-,92,35,1,78,35,-,Fernvale Primary School,51.11111111111111,51.11111111111111,39.77272727272727,39.77272727272727,2.631578947368421,2.631578947368421,69.02654867256636,69.02654867256636,53,37,35,No,No,No,No,No,No
90,72,42,127,123,113,18,6,0,4,10,-,18,6,0,4,10,-,First Toa Payoh Primary School,20.0,20.0,8.333333333333332,8.333333333333332,0.0,0.0,3.149606299212598,3.149606299212598,66,42,123,No,No,No,No,No,No
150,70,20,46,0,0,80,92,14,85,0,-,80,70,14,46,0,-,Frontier Primary School,53.333333333333336,53.333333333333336,100.0,131.42857142857142,70.0,70.0,100.0,184.7826086956522,0,6,0,Yes,No,Yes,22,No,39
150,99,49,147,95,79,51,12,1,52,16,-,51,12,1,52,16,-,Fuchun Primary School,34.0,34.0,12.121212121212121,12.121212121212121,2.0408163265306123,2.0408163265306123,35.374149659863946,35.374149659863946,87,48,95,No,No,No,No,No,No
120,37,27,83,21,0,83,15,0,62,32,-,83,15,0,62,21,-,Fuhua Primary School,69.16666666666667,69.16666666666667,40.54054054054054,40.54054054054054,0.0,0.0,74.69879518072288,74.69879518072288,22,27,21,No,No,No,No,No,No
90,54,37,112,84,63,36,2,0,28,21,-,36,2,0,28,21,-,Gan Eng Seng Primary School,40.0,40.0,3.7037037037037033,3.7037037037037033,0.0,0.0,25.0,25.0,52,37,84,No,No,No,No,No,No
210,107,44,129,0,0,103,34,4,131,0,-,103,34,4,129,0,-,Geylang Methodist School (Primary),49.047619047619044,49.047619047619044,31.775700934579437,31.775700934579437,9.090909090909092,9.090909090909092,100.0,101.55038759689923,73,40,0,No,No,Yes,No,No,2
150,59,20,45,0,0,91,116,15,107,0,-,91,59,15,45,0,-,Gongshang Primary School,60.66666666666667,60.66666666666667,100.0,196.61016949152543,75.0,75.0,100.0,237.77777777777777,0,5,0,Yes,No,Yes,57,No,62
