Name,CCA,Indicator
Horizon Primary School,Home Economics,
Hougang Primary School,Home Economics,
Huamin Primary School,Home Economics,
Innova Primary School,Home Economics,
Jiemin Primary School,Home Economics,
Jing Shan Primary School,Home Economics,
Junyuan Primary School,Home Economics,
Jurong Primary School,Home Economics,
Jurong West Primary School,Home Economics,
Keming Primary School,Home Economics,
Kheng Cheng School,Home Economics,
Kong Hwa School,Home Economics,
Kranji Primary School,Home Economics,
Kuo Chuan Presbyterian Primary School,Home Economics,
Lakeside Primary School,Home Economics,
Lianhua Primary School,Home Economics,
Maha Bodhi School,Home Economics,1.0
Maris Stella High School (Primary Section),Home Economics,
Marsiling Primary School,Home Economics,
Marymount Convent School,Home Economics,
Mayflower Primary School,Home Economics,
Mee Toh School,Home Economics,
Meridian Primary School,Home Economics,
Methodist Girls' School (Primary),Home Economics,
Montfort Junior School,Home Economics,
Nan Chiau Primary School,Home Economics,
Nan Hua Primary School,Home Economics,
Nanyang Primary School,Home Economics,
Naval Base Primary School,Home Economics,
New Town Primary School,Home Economics,
Ngee Ann Primary School,Home Economics,
North Spring Primary School,Home Economics,
North View Primary School,Home Economics,
North Vista Primary School,Home Economics,
Northland Primary School,Home Economics,
Northoaks Primary School,Home Economics,
Northshore Primary School,Home Economics,
Oasis Primary School,Home Economics,
Opera Estate Primary School,Home Economics,
Palm View Primary School,Home Economics,
Park View Primary School,Home Economics,
Pasir Ris Primary School,Home Economics,
Paya Lebar Methodist Girls' School (Primary),Home Economics,
Pei Chun Public School,Home Economics,
Pei Hwa Presbyterian Primary School,Home Economics,
Pei Tong Primary School,Home Economics,
Peiying Primary School,Home Economics,
Poi Ching School,Home Economics,
Princess Elizabeth Primary School,Home Economics,
Punggol Cove Primary School,Home Economics,
Punggol Green Primary School,Home Economics,
Punggol Primary School,Home Economics,
Punggol View Primary School,Home Economics,
Qifa Primary School,Home Economics,
Qihua Primary School,Home Economics,
Queenstown Primary School,Home Economics,
Radin Mas Primary School,Home Economics,
Raffles Girls' Primary School,Home Economics,
Red Swastika School,Home Economics,
River Valley Primary School,Home Economics,
Riverside Primary School,Home Economics,1.0
Rivervale Primary School,Home Economics,
Rosyth School,Home Economics,
Rulang Primary School,Home Economics,
Sembawang Primary School,Home Economics,
Seng Kang Primary School,Home Economics,
Sengkang Green Primary School,Home Economics,
Shuqun Primary School,Home Economics,
Si Ling Primary School,Home Economics,
Singapore Chinese Girls' Primary School,Home Economics,
South View Primary School,Home Economics,
Springdale Primary School,Home Economics,
St. Andrew's Junior School,Home Economics,
St. Anthony's Canossian Primary School,Home Economics,
St. Anthony's Primary School,Home Economics,
St. Gabriel's Primary School,Home Economics,
St. Hilda's Primary School,Home Economics,
St. Joseph's Institution Junior,Home Economics,
St. Margaret's Primary School,Home Economics,
St. Stephen's School,Home Economics,
Tampines North Primary School,Home Economics,
Tampines Primary School,Home Economics,
Tanjong Katong Primary School,Home Economics,
Tao Nan School,Home Economics,
Teck Ghee Primary School,Home Economics,
Teck Whye Primary School,Home Economics,
Telok Kurau Primary School,Home Economics,
Temasek Primary School,Home Economics,
Townsville Primary School,Home Economics,
Unity Primary School,Home Economics,
Valour Primary School,Home Economics,
Waterway Primary School,Home Economics,
Wellington Primary School,Home Economics,
West Grove Primary School,Home Economics,
West Spring Primary School,Home Economics,
West View Primary School,Home Economics,
Westwood Primary School,Home Economics,
White Sands Primary School,Home Economics,
Woodgrove Primary School,Home Economics,
Woodlands Primary School,Home Economics,
Woodlands Ring Primary School,Home Economics,
Xinghua Primary School,Home Economics,
Xingnan Primary School,Home Economics,
Xinmin Primary School,Home Economics,
Xishan Primary School,Home Economics,
Yangzheng Primary School,Home Economics,
Yew Tee Primary School,Home Economics,
Yio Chu Kang Primary School,Home Economics,
Yishun Primary School,Home Economics,
Yu Neng Primary School,Home Economics,
Yuhua Primary School,Home Economics,
Yumin Primary School,Home Economics,
Zhangde Primary School,Home Economics,
Zhenghua Primary School,Home Economics,
Zhonghua Primary School,Home Economics,
Admiralty Primary School,Indian Dance,1.0
Ahmad Ibrahim Primary School,Indian Dance,1.0
Ai Tong School,Indian Dance,
Alexandra Primary School,Indian Dance,
Anchor Green Primary School,Indian Dance,
Anderson Primary School,Indian Dance,
Ang Mo Kio Primary School,Indian Dance,
Anglo-Chinese School (Junior),Indian Dance,
Anglo-Chinese School (Primary),Indian Dance,
Angsana Primary School,Indian Dance,
Beacon Primary School,Indian Dance,
Bedok Green Primary School,Indian Dance,
Bendemeer Primary School,Indian Dance,1.0
Blangah Rise Primary School,Indian Dance,
Boon Lay Garden Primary School,Indian Dance,1.0
Bukit Panjang Primary School,Indian Dance,
Bukit Timah Primary School,Indian Dance,
Bukit View Primary School,Indian Dance,1.0
CHIJ (Katong) Primary,Indian Dance,
CHIJ (Kellock),Indian Dance,
CHIJ Our Lady Queen of Peace,Indian Dance,
CHIJ Our Lady of Good Counsel,Indian Dance,
CHIJ Our Lady of the Nativity,Indian Dance,
CHIJ Primary (Toa Payoh),Indian Dance,
CHIJ St. Nicholas Girls' School (Primary Section),Indian Dance,
Canberra Primary School,Indian Dance,1.0
Canossa Catholic Primary School,Indian Dance,
Cantonment Primary School,Indian Dance,
Casuarina Primary School,Indian Dance,
Catholic High School (Primary Section),Indian Dance,
Cedar Primary School,Indian Dance,
Changkat Primary School,Indian Dance,
Chongfu School,Indian Dance,
Chongzheng Primary School,Indian Dance,1.0
Chua Chu Kang Primary School,Indian Dance,1.0
Clementi Primary School,Indian Dance,1.0
Compassvale Primary School,Indian Dance,1.0
Concord Primary School,Indian Dance,1.0
Corporation Primary School,Indian Dance,
Damai Primary School,Indian Dance,
Dazhong Primary School,Indian Dance,
De La Salle School,Indian Dance,
East Spring Primary School,Indian Dance,1.0
Edgefield Primary School,Indian Dance,
Elias Park Primary School,Indian Dance,
Endeavour Primary School,Indian Dance,
Evergreen Primary School,Indian Dance,1.0
Fairfield Methodist School (Primary),Indian Dance,
Farrer Park Primary School,Indian Dance,
Fengshan Primary School,Indian Dance,1.0
Fern Green Primary School,Indian Dance,
Fernvale Primary School,Indian Dance,1.0
First Toa Payoh Primary School,Indian Dance,
Frontier Primary School,Indian Dance,
Fuchun Primary School,Indian Dance,
Fuhua Primary School,Indian Dance,
Gan Eng Seng Primary School,Indian Dance,1.0
Geylang Methodist School (Primary),Indian Dance,
Gongshang Primary School,Indian Dance,
Greendale Primary School,Indian Dance,
Greenridge Primary School,Indian Dance,
Greenwood Primary School,Indian Dance,1.0
Haig Girls' School,Indian Dance,1.0
Henry Park Primary School,Indian Dance,
Holy Innocents' Primary School,Indian Dance,
Hong Wen School,Indian Dance,
Horizon Primary School,Indian Dance,
Hougang Primary School,Indian Dance,1.0
Huamin Primary School,Indian Dance,1.0
Innova Primary School,Indian Dance,
Jiemin Primary School,Indian Dance,
Jing Shan Primary School,Indian Dance,
Junyuan Primary School,Indian Dance,
Jurong Primary School,Indian Dance,
Jurong West Primary School,Indian Dance,
Keming Primary School,Indian Dance,
Kheng Cheng School,Indian Dance,
Kong Hwa School,Indian Dance,
Kranji Primary School,Indian Dance,
Kuo Chuan Presbyterian Primary School,Indian Dance,
Lakeside Primary School,Indian Dance,1.0
Lianhua Primary School,Indian Dance,1.0
Maha Bodhi School,Indian Dance,1.0
Maris Stella High School (Primary Section),Indian Dance,
Marsiling Primary School,Indian Dance,
Marymount Convent School,Indian Dance,
Mayflower Primary School,Indian Dance,1.0
Mee Toh School,Indian Dance,
Meridian Primary School,Indian Dance,
Methodist Girls' School (Primary),Indian Dance,
Montfort Junior School,Indian Dance,
Nan Chiau Primary School,Indian Dance,
Nan Hua Primary School,Indian Dance,
Nanyang Primary School,Indian Dance,
Naval Base Primary School,Indian Dance,
New Town Primary School,Indian Dance,
Ngee Ann Primary School,Indian Dance,1.0
North Spring Primary School,Indian Dance,
North View Primary School,Indian Dance,
North Vista Primary School,Indian Dance,
Northland Primary School,Indian Dance,
Northoaks Primary School,Indian Dance,
Northshore Primary School,Indian Dance,
Oasis Primary School,Indian Dance,
Opera Estate Primary School,Indian Dance,
Palm View Primary School,Indian Dance,
Park View Primary School,Indian Dance,
Pasir Ris Primary School,Indian Dance,
Paya Lebar Methodist Girls' School (Primary),Indian Dance,
Pei Chun Public School,Indian Dance,
Pei Hwa Presbyterian Primary School,Indian Dance,
Pei Tong Primary School,Indian Dance,
Peiying Primary School,Indian Dance,
Poi Ching School,Indian Dance,
Princess Elizabeth Primary School,Indian Dance,
Punggol Cove Primary School,Indian Dance,
Punggol Green Primary School,Indian Dance,
Punggol Primary School,Indian Dance,
Punggol View Primary School,Indian Dance,
Qifa Primary School,Indian Dance,
Qihua Primary School,Indian Dance,
Queenstown Primary School,Indian Dance,1.0
Radin Mas Primary School,Indian Dance,
Raffles Girls' Primary School,Indian Dance,
Red Swastika School,Indian Dance,
River Valley Primary School,Indian Dance,
Riverside Primary School,Indian Dance,
Rivervale Primary School,Indian Dance,
Rosyth School,Indian Dance,1.0
Rulang Primary School,Indian Dance,
Sembawang Primary School,Indian Dance,1.0
Seng Kang Primary School,Indian Dance,
Sengkang Green Primary School,Indian Dance,1.0
Shuqun Primary School,Indian Dance,
Si Ling Primary School,Indian Dance,
Singapore Chinese Girls' Primary School,Indian Dance,
South View Primary School,Indian Dance,1.0
Springdale Primary School,Indian Dance,
St. Andrew's Junior School,Indian Dance,
St. Anthony's Canossian Primary School,Indian Dance,
St. Anthony's Primary School,Indian Dance,
St. Gabriel's Primary School,Indian Dance,
St. Hilda's Primary School,Indian Dance,
St. Joseph's Institution Junior,Indian Dance,
St. Margaret's Primary School,Indian Dance,
St. Stephen's School,Indian Dance,
Tampines North Primary School,Indian Dance,1.0
Tampines Primary School,Indian Dance,1.0
Tanjong Katong Primary School,Indian Dance,
Tao Nan School,Indian Dance,
Teck Ghee Primary School,Indian Dance,
Teck Whye Primary School,Indian Dance,
Telok Kurau Primary School,Indian Dance,1.0
Temasek Primary School,Indian Dance,
Townsville Primary School,Indian Dance,1.0
Unity Primary School,Indian Dance,
Valour Primary School,Indian Dance,
Waterway Primary School,Indian Dance,
Wellington Primary School,Indian Dance,1.0
West Grove Primary School,Indian Dance,
West Spring Primary School,Indian Dance,
West View Primary School,Indian Dance,
Westwood Primary School,Indian Dance,
White Sands Primary School,Indian Dance,
Woodgrove Primary School,Indian Dance,1.0
Woodlands Primary School,Indian Dance,1.0
Woodlands Ring Primary School,Indian Dance,1.0
Xinghua Primary School,Indian Dance,
Xingnan Primary School,Indian Dance,1.0
Xinmin Primary School,Indian Dance,
Xishan Primary School,Indian Dance,1.0
Yangzheng Primary School,Indian Dance,
Yew Tee Primary School,Indian Dance,
Yio Chu Kang Primary School,Indian Dance,1.0
Yishun Primary School,Indian Dance,1.0
Yu Neng Primary School,Indian Dance,
Yuhua Primary School,Indian Dance,
Yumin Primary School,Indian Dance,
Zhangde Primary School,Indian Dance,1.0
Zhenghua Primary School,Indian Dance,1.0
Zhonghua Primary School,Indian Dance,1.0
Admiralty Primary School,Infocomm Technology,1.0
Ahmad Ibrahim Primary School,Infocomm Technology,
Ai Tong School,Infocomm Technology,
Alexandra Primary School,Infocomm Technology,1.0
Anchor Green Primary School,Infocomm Technology,1.0
Anderson Primary School,Infocomm Technology,1.0
Ang Mo Kio Primary School,Infocomm Technology,1.0
Anglo-Chinese School (Junior),Infocomm Technology,
Anglo-Chinese School (Primary),Infocomm Technology,1.0
Angsana Primary School,Infocomm Technology,1.0
Beacon Primary School,Infocomm Technology,
Bedok Green Primary School,Infocomm Technology,1.0
Bendemeer Primary School,Infocomm Technology,
Blangah Rise Primary School,Infocomm Technology,1.0
Boon Lay Garden Primary School,Infocomm Technology,
Bukit Panjang Primary School,Infocomm Technology,1.0
Bukit Timah Primary School,Infocomm Technology,1.0
Bukit View Primary School,Infocomm Technology,1.0
CHIJ (Katong) Primary,Infocomm Technology,1.0
CHIJ (Kellock),Infocomm Technology,
CHIJ Our Lady Queen of Peace,Infocomm Technology,
CHIJ Our Lady of Good Counsel,Infocomm Technology,1.0
CHIJ Our Lady of the Nativity,Infocomm Technology,
CHIJ Primary (Toa Payoh),Infocomm Technology,
CHIJ St. Nicholas Girls' School (Primary Section),Infocomm Technology,
Canberra Primary School,Infocomm Technology,1.0
Canossa Catholic Primary School,Infocomm Technology,1.0
Cantonment Primary School,Infocomm Technology,1.0
Casuarina Primary School,Infocomm Technology,1.0
Catholic High School (Primary Section),Infocomm Technology,1.0
Cedar Primary School,Infocomm Technology,1.0
Changkat Primary School,Infocomm Technology,
Chongfu School,Infocomm Technology,1.0
Chongzheng Primary School,Infocomm Technology,
Chua Chu Kang Primary School,Infocomm Technology,
Clementi Primary School,Infocomm Technology,1.0
Compassvale Primary School,Infocomm Technology,
Concord Primary School,Infocomm Technology,
Corporation Primary School,Infocomm Technology,
Damai Primary School,Infocomm Technology,
Dazhong Primary School,Infocomm Technology,
De La Salle School,Infocomm Technology,
East Spring Primary School,Infocomm Technology,
Edgefield Primary School,Infocomm Technology,1.0
Elias Park Primary School,Infocomm Technology,1.0
Endeavour Primary School,Infocomm Technology,1.0
Evergreen Primary School,Infocomm Technology,
Fairfield Methodist School (Primary),Infocomm Technology,
Farrer Park Primary School,Infocomm Technology,
Fengshan Primary School,Infocomm Technology,
Fern Green Primary School,Infocomm Technology,1.0
Fernvale Primary School,Infocomm Technology,1.0
First Toa Payoh Primary School,Infocomm Technology,
Frontier Primary School,Infocomm Technology,
Fuchun Primary School,Infocomm Technology,1.0
Fuhua Primary School,Infocomm Technology,1.0
Gan Eng Seng Primary School,Infocomm Technology,1.0
Geylang Methodist School (Primary),Infocomm Technology,
Gongshang Primary School,Infocomm Technology,1.0
Greendale Primary School,Infocomm Technology,1.0
Greenridge Primary School,Infocomm Technology,1.0
Greenwood Primary School,Infocomm Technology,1.0
Haig Girls' School,Infocomm Technology,
Henry Park Primary School,Infocomm Technology,
Holy Innocents' Primary School,Infocomm Technology,1.0
Hong Wen School,Infocomm Technology,1.0
Horizon Primary School,Infocomm Technology,1.0
Hougang Primary School,Infocomm Technology,1.0
Huamin Primary School,Infocomm Technology,
Innova Primary School,Infocomm Technology,
Jiemin Primary School,Infocomm Technology,
Jing Shan Primary School,Infocomm Technology,1.0
